"id","SEX","AGE","PREFECTURE","JOB","一人暮らし","配偶者","家族","朝食の頻度","日食の頻度","外朝食の頻度","外日食の頻度","内朝食の頻度","内日食の頻度","作朝食の頻度","作日食の頻度","料理人","購入人"
289,1,53,23,0,0,1,1,8,8,3,3,8,8,6.5,2,"配偶者","配偶者"
290,1,59,23,0,0,1,0,8,8,5,5,8,4.5,6,4.5,"配偶者","配偶者"
291,2,62,12,0,0,1,0,8,8,2.25,2.25,8,8,8,8,"自分","自分"
292,2,60,26,0,0,1,0,6.5,7.25,2.75,2.75,6.5,5,6.5,6,"配偶者","配偶者"
293,2,59,14,0,0,1,0,6.5,6.5,1,1,6.5,6.5,6.5,5,"自分","自分"
294,1,53,27,0,0,1,1,6,6,2.75,2.75,6,5.5,2.5,2,"配偶者","配偶者"
295,1,64,14,0,0,1,0,8,8,3.25,3.25,6.5,5,8,3.5,"配偶者","配偶者"
296,1,61,28,0,0,1,1,6.5,6.5,2,2,6.5,5,2,2,"配偶者","配偶者"
297,2,59,7,0,1,0,0,8,8,2.5,2.5,8,8,2,3.75,"自分","自分"
298,1,51,33,0,1,0,0,8,8,2,2,8,8,8,8,"自分","自分"
299,2,64,29,0,0,1,0,8,8,2.5,2.5,8,8,8,8,"自分","自分"
300,2,58,27,0,0,1,0,8,8,3.25,3.25,8,6.75,8,6.75,"自分","自分"
301,2,64,14,0,0,1,0,8,5,2,2,8,5,8,5,"自分","自分"
302,2,61,14,0,0,1,1,8,8,2,2,2,3,8,8,"自分","自分"
303,1,42,13,0,0,1,0,8,8,2,2,8,8,4,6,"配偶者","配偶者"
304,2,43,20,0,0,0,1,8,8,2.25,2.25,8,8,8,8,"自分","自分"
305,2,60,14,0,0,0,1,8,7,2.75,2.75,6.5,5.25,6,5.25,"自分","自分"
306,2,62,1,0,0,0,1,8,8,2.5,2.5,8,8,8,4,"家族","家族"
307,2,47,11,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
308,1,39,13,0,0,1,1,6.5,6.5,4.5,4.5,2,4.25,2,2,"配偶者","配偶者"
309,1,57,11,0,0,0,1,8,8,3,3,8,8,1,1,NA,NA
310,1,48,12,0,0,0,1,8,8,4,4,8,5.75,2.5,2.75,"家族","家族"
311,2,51,12,0,0,1,1,8,8,1.75,1.75,8,8,4,5.25,"自分","自分"
312,1,38,25,0,1,0,0,6,6,2.5,2.5,6,4.5,5,5,"自分","自分"
313,1,56,30,0,0,1,0,8,8,2,2,8,8,2,2,"配偶者","配偶者"
314,2,54,27,0,0,1,1,8,8,2.5,2.5,8,8,5,6.25,"自分","自分"
315,2,55,12,0,0,1,0,8,8,1.5,1.5,8,8,8,8,"自分","自分"
316,2,49,28,0,0,1,1,8,8,1.75,1.75,8,8,8,8,"自分","自分"
317,2,57,14,0,0,1,0,6,6.25,1,1,6,6.25,6.5,6.5,"自分","自分"
318,2,61,24,0,0,1,0,8,7.5,3,3,7.5,7.5,7.5,7.5,"自分","自分"
319,2,44,22,0,0,1,0,3,6.5,2,2,3,6.5,4.5,6.5,"自分","自分"
320,1,56,13,0,1,0,0,4,8,3.5,3.5,4,5.5,1,1,NA,NA
321,1,51,1,0,0,0,1,6,7.5,2,2,3,4.25,NA,NA,NA,NA
322,2,58,29,0,0,1,0,8,8,8,8,8,8,8,8,"自分","自分"
323,2,63,45,0,0,1,0,6.5,6.5,2,2,6.5,6.5,6.5,6.5,"自分","自分"
324,2,50,13,0,1,0,0,6.5,6,2,2,6.5,4.5,6,6,"自分","自分"
325,1,64,13,0,1,0,0,1,5.5,2.75,2.75,NA,4.25,NA,NA,NA,NA
326,2,64,27,0,0,1,0,8,8,8,8,8,8,8,8,"自分","自分"
327,2,50,17,0,1,0,0,8,8,2,2,8,8,2,4,"自分","自分"
328,1,47,13,0,1,0,0,3.5,6.25,4,4,2,4.25,2,3.75,"自分","自分"
329,2,62,12,0,0,1,0,6,6.5,2.5,2.5,6.5,6.5,7,4.25,"自分","自分"
330,2,61,2,0,1,0,0,6.5,6.5,1.5,1.5,6.5,6.5,5,5,"自分","自分"
331,2,51,24,0,0,0,1,8,8,8,8,7,7.5,8,8,"家族","家族"
332,1,55,13,0,0,0,1,8,8,1.5,1.5,8,8,2,2.75,"家族","家族"
333,2,56,7,0,0,1,1,7.5,6.5,2.25,2.25,8,8,8,8,"自分","自分"
334,2,60,14,0,0,1,0,8,8,2,2,8,8,8,8,"自分","自分"
335,2,44,12,0,0,1,1,8,8,1.5,1.5,8,8,8,8,"自分","自分"
336,2,52,11,0,0,0,1,6.5,6.5,1,1,6.5,4.5,1,NA,"家族","家族"
337,2,34,35,0,0,0,1,1,8,2.25,2.25,NA,8,NA,8,"自分","自分"
338,1,42,26,0,0,1,1,8,8,4,4,6.5,5,6.5,4.25,"配偶者","配偶者"
339,2,45,24,0,0,1,1,1,4.5,NA,NA,NA,NA,NA,NA,"自分","自分"
340,1,63,5,0,0,1,1,8,8,1.75,1.75,8,8,1,1,NA,NA
341,1,55,34,0,0,1,1,6.5,6.5,4.5,4.5,6.5,4.75,6.5,5.75,"配偶者","配偶者"
342,1,50,12,0,0,1,1,6.5,6.5,2,2,6.5,5,6.5,2,"配偶者","配偶者"
343,2,59,28,0,0,1,1,8,8,1.5,1.5,8,8,8,8,"自分","自分"
344,2,62,47,0,0,1,1,8,8,1.5,1.5,1,1.5,NA,NA,"自分","自分"
345,1,58,12,0,0,1,1,8,8,5.75,5.75,1.5,2.25,NA,NA,NA,NA
346,2,60,13,0,0,1,1,8,8,2.5,2.5,8,8,8,8,"自分","自分"
347,2,53,23,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
348,2,44,8,0,1,0,0,8,8,2.5,2.5,8,6.5,2,4.5,"自分","自分"
349,2,44,27,0,0,0,1,4,8,2.75,2.75,4,8,4,8,"自分","自分"
350,1,50,26,0,1,0,0,6.5,6,2.25,2.25,5.5,5.25,2.5,5.25,"自分","自分"
351,1,64,43,0,0,1,0,6.5,6.5,2,2,6.5,4.75,2.5,2.5,"配偶者","配偶者"
352,1,39,17,0,0,1,1,8,8,2.25,2.25,8,8,1,1,NA,NA
353,2,46,3,0,0,1,1,8,6.5,2.25,2.25,6.5,4.75,6.5,NA,"自分","自分"
354,2,45,14,0,0,1,1,8,8,2.25,2.25,8,8,2,4.75,"自分","自分"
355,1,59,23,0,0,1,0,6.5,6.5,2,2,6.5,5,4,5,"配偶者","配偶者"
356,1,53,20,0,1,0,0,8,8,2,2,8,8,2,8,"自分","自分"
357,2,62,14,0,1,0,0,1,8,1.25,1.25,NA,8,NA,8,"自分","自分"
358,2,52,7,0,0,1,0,8,8,2,2,7.5,8,8,8,"自分","自分"
359,2,56,14,0,0,1,1,1,8,2.5,2.5,NA,6,NA,5.5,"自分","自分"
360,2,46,14,0,0,0,1,8,6.75,2,2,8,5,2,2,"家族","家族"
361,2,64,40,0,0,1,0,8,4.5,NA,NA,8,NA,8,NA,"配偶者","配偶者"
362,1,53,14,0,0,0,1,6.5,6.5,2,2,6.5,6.5,1,1,NA,NA
363,2,49,47,0,0,1,1,8,8,3,3,8,7.5,7.5,7.25,"自分","自分"
364,1,61,27,0,1,0,0,6.5,6,1.5,1.5,6.5,4.25,6,NA,"自分","自分"
365,1,55,40,0,0,1,0,1,6.5,4,4,NA,3.5,NA,NA,NA,NA
366,2,52,1,0,0,1,1,6.5,6.5,4.75,4.75,6,4.5,5.5,4.25,"自分","自分"
367,2,56,25,0,0,0,1,8,8,1.75,1.75,8,6.5,1,4.5,"自分","自分"
368,2,64,37,0,0,1,0,8,8,2,2,8,5.5,6,5.5,"自分","自分"
369,2,54,4,0,0,1,1,8,8,2.5,2.5,8,7.25,8,4.5,"自分","自分"
370,2,54,14,0,0,1,0,6.5,6.5,2.5,2.5,6.5,6.5,5.5,5.5,"自分","自分"
371,2,61,4,0,0,0,1,8,8,3,3,8,5,2,4,"自分","自分"
372,2,46,14,0,0,0,1,8,8,2.5,2.5,8,6.5,8,4,"家族","家族"
373,2,58,40,0,0,0,1,8,8,2.75,2.75,7.5,7.25,7,7,"自分","自分"
374,2,42,44,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
375,2,46,14,0,0,1,0,8,5,NA,NA,8,NA,1,NA,"自分","自分"
376,2,53,14,0,0,1,0,6.5,6.5,4.5,4.5,8,4.25,5.5,4.75,"自分","自分"
377,1,42,23,0,0,0,1,8,8,3.75,3.75,6.5,4.75,5.5,4.75,"家族","家族"
378,1,57,22,0,0,1,1,6,8,3,3,6.5,7.5,6,4,"配偶者","配偶者"
379,1,57,14,0,1,0,0,1,8,2,2,NA,8,NA,8,"自分","自分"
380,2,47,1,0,0,0,1,8,8,2.5,2.5,5,6,2,5.5,"家族","家族"
381,2,46,13,0,0,1,1,8,8,2,2,8,8,2,2,"配偶者","配偶者"
382,1,48,27,0,0,1,1,8,8,8,8,8,6.5,8,6.5,"自分","自分"
383,1,51,13,0,0,1,1,8,8,4.25,4.25,3,3,8,6.5,"自分","自分"
384,1,56,26,0,0,1,0,8,6.5,3.5,3.5,6.5,5.25,6,4.75,"配偶者","配偶者"
385,2,45,27,0,0,1,1,6,8,3,3,6,6.25,4,4,"自分","自分"
386,2,51,1,0,0,0,1,1,8,2,2,NA,8,NA,8,"自分","自分"
387,2,47,22,0,0,1,0,6.5,6.5,1.5,1.5,8,6.25,6.5,NA,"自分","自分"
388,2,55,21,0,0,1,0,8,7.75,1.5,1.5,7.5,6,6,NA,"自分","自分"
389,2,63,13,0,0,1,0,7.5,7.25,3.75,3.75,8,7.5,8,7.25,"自分","自分"
390,1,62,25,0,0,0,1,1,8,3.5,3.5,NA,5.5,NA,NA,"自分","自分"
391,1,42,28,0,0,1,1,6.5,6.5,2,2,6.5,4.5,1,NA,NA,NA
392,2,54,4,0,0,1,0,8,5,2,2,8,4,6,NA,"自分","自分"
393,1,63,11,0,0,1,0,8,8,2.25,2.25,8,8,2,2,"配偶者","配偶者"
394,1,52,23,0,0,1,1,8,8,3,3,8,7,8,5,"配偶者","配偶者"
395,1,61,24,0,0,0,1,8,8,2.5,2.5,8,7.5,6,4,"家族","家族"
396,1,44,34,0,1,0,0,5.5,8,4,4,4.5,4,NA,NA,"自分","自分"
397,1,56,12,0,0,1,0,8,8,2,2,8,8,6,6,"配偶者","配偶者"
398,1,59,13,0,0,1,0,6.5,6.5,2.75,2.75,3,3.75,NA,NA,NA,NA
399,1,58,28,0,0,1,1,6.5,6.5,2.75,2.75,6.5,4.75,6.5,NA,NA,NA
400,1,55,13,0,0,1,0,6.5,6.5,2,2,6.5,5,2,2,"配偶者","配偶者"
401,1,57,45,0,0,1,0,6.5,6.5,4,4,8,4.5,2,2,"配偶者","配偶者"
402,1,48,13,0,0,1,1,8,8,3.25,3.25,8,4.75,6.5,4.75,"配偶者","配偶者"
403,1,61,9,0,1,0,0,6.5,6.5,2,2,2,2,6.5,6.5,"自分","自分"
404,2,38,6,0,0,0,1,6,6.5,4,4,4,4.5,3,NA,"家族","家族"
405,1,64,13,0,0,1,1,8,8,3.75,3.75,8,6.25,4.5,NA,"配偶者","配偶者"
406,2,30,23,0,0,0,1,8,8,2.25,2.25,6,3.75,3.5,3,"家族","家族"
407,2,50,37,0,0,0,1,8,7.5,2,2,8,6.5,8,6.5,"自分","自分"
408,1,63,12,0,0,1,0,6.5,6.5,2,2,5,5,2,4.75,"自分","自分"
409,2,60,35,0,1,0,0,3,8,1.5,1.5,NA,5.25,NA,NA,"自分","自分"
410,2,41,14,0,0,1,1,6.5,6.5,2.5,2.5,6.5,6.5,6.5,6.5,"自分","自分"
411,2,49,1,0,0,1,1,8,8,2.25,2.25,8,8,8,8,"自分","自分"
412,2,61,27,0,0,1,0,1,7.25,2.25,2.25,NA,6,NA,6,"自分","自分"
413,2,61,6,0,0,1,0,8,8,3.75,3.75,8,6.5,8,5.75,"自分","自分"
414,1,56,13,0,0,1,0,8,8,3,3,8,6.25,1,NA,"配偶者","配偶者"
415,1,59,14,0,1,0,0,3.5,6.5,4.75,4.75,3.5,3.75,3.5,3.75,"自分","自分"
416,2,46,22,0,0,1,1,8,8,1.5,1.5,8,8,1,4.75,"自分","自分"
417,1,62,20,0,0,1,1,6.5,6.5,2,2,6.5,5,1,1,NA,NA
418,1,61,13,0,1,0,0,8,8,5,5,8,4,2,2,"自分","自分"
419,2,55,14,0,0,1,1,8,8,2,2,8,8,8,6.5,"自分","自分"
420,1,57,28,0,0,1,1,6,7.25,3.75,3.75,6,5.75,2,3.25,"配偶者","配偶者"
421,1,53,27,0,0,1,1,8,8,4.25,4.25,8,4.25,4,3.25,"配偶者","配偶者"
422,2,60,12,0,0,1,1,8,8,1,1,1,2.25,NA,NA,"自分","自分"
423,1,50,1,0,1,0,0,8,8,2,2,6,5.25,6.5,5.25,"自分","自分"
424,1,51,45,0,0,1,0,1,8,2,2,NA,8,NA,8,"配偶者","配偶者"
425,2,48,1,0,0,1,1,8,6,1.75,1.75,8,6,8,6,"自分","自分"
426,1,50,7,0,1,0,0,1,6.5,2,2,NA,8,NA,6.5,"自分","自分"
427,1,32,16,0,1,0,0,6.5,6.5,4.75,4.75,6.5,4.25,6,3.75,"自分","自分"
428,1,63,37,0,0,1,0,8,8,2.25,2.25,8,8,2,2,"配偶者","配偶者"
429,1,47,4,0,1,0,0,6.5,6.5,4.25,4.25,8,4.25,6.5,4.25,"自分","自分"
430,1,58,17,0,0,0,1,6.5,6.25,2,2,6.5,6.25,2,2,"家族","家族"
431,1,59,34,0,1,0,0,8,8,8,8,8,8,8,8,"自分","自分"
432,1,61,14,0,0,1,1,8,8,2,2,8,6.75,8,8,"配偶者","配偶者"
433,2,45,13,0,0,0,1,8,8,2,2,8,6.25,8,NA,"自分","自分"
434,1,42,1,0,0,1,1,5,3.75,NA,NA,5,NA,1.5,NA,"配偶者","配偶者"
435,2,58,29,0,0,1,1,8,8,2.75,2.75,8,8,8,8,"自分","自分"
436,1,62,14,0,1,0,0,8,8,1,1,8,8,8,8,"自分","自分"
437,1,54,22,0,1,0,0,4,8,3.5,3.5,4,7,1,1,NA,NA
438,1,45,11,0,0,1,0,1,6.25,NA,NA,NA,NA,NA,NA,NA,NA
439,1,60,28,0,0,1,0,4.5,8,3.75,3.75,NA,6.25,NA,NA,"配偶者","配偶者"
440,1,41,14,0,0,1,0,3.5,6.5,3.25,3.25,3,4,NA,NA,"配偶者","配偶者"
441,2,61,5,0,0,0,1,8,8,3.5,3.5,8,6.25,8,2.5,"自分","自分"
442,2,63,9,0,0,1,0,6.5,6,2,2,6,6.25,6.5,6.5,"自分","自分"
443,2,45,27,0,1,0,0,4.5,6.5,2,2,5,4.75,5,NA,"自分","自分"
444,2,49,13,0,1,0,0,5,8,1,1,3,3,8,8,"自分","自分"
445,2,41,39,0,0,0,1,8,8,1.5,1.5,8,8,4.5,4,"家族","家族"
446,2,64,11,0,0,1,1,8,8,2.25,2.25,6.5,6.5,6.5,6.5,"自分","自分"
447,2,60,34,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
448,2,60,14,0,1,0,0,6.5,5.25,NA,NA,6.5,NA,6.5,NA,"自分","自分"
449,1,47,12,0,1,0,0,8,6.5,2.5,2.5,6.5,4.5,6.5,NA,"自分","自分"
450,1,51,21,0,0,1,1,6,6,3,3,6,3.75,6,NA,"配偶者","配偶者"
451,1,47,27,0,0,0,1,6.5,8,3,3,6,7.25,5,2,"家族","家族"
452,2,54,30,0,0,1,1,8,8,2.75,2.75,8,8,8,8,"自分","自分"
453,2,52,13,0,0,1,1,6.5,4.25,NA,NA,6.5,NA,5,NA,"自分","自分"
454,1,48,23,0,0,1,0,8,8,3,3,4.5,6.25,NA,NA,"自分","自分"
455,2,60,13,0,0,0,1,8,8,2.25,2.25,8,8,8,8,"自分","自分"
456,1,56,20,0,0,1,0,8,8,2.25,2.25,8,8,8,8,"配偶者","配偶者"
457,2,63,12,0,0,1,0,6.5,6.5,2.25,2.25,6.5,6.5,6.5,6.5,"自分","自分"
458,1,52,14,0,0,1,1,7,8,3.75,3.75,2,4.25,NA,NA,NA,NA
459,2,43,27,0,0,0,1,6.5,6.5,2,2,8,6,1,NA,NA,NA
460,1,55,14,0,0,1,1,6.5,6.5,2.25,2.25,6.5,5,8,5,"配偶者","配偶者"
461,1,42,25,0,0,0,1,6.5,6.5,1.5,1.5,6.5,6.5,6.5,6.5,"家族","家族"
462,2,60,29,0,1,0,0,8,5,2,2,6.5,4,8,NA,"自分","自分"
463,1,47,35,0,0,1,1,6,6.5,1.75,1.75,6,4.75,1,NA,"配偶者","配偶者"
464,2,64,29,0,0,1,0,1,8,2,2,NA,8,NA,8,"自分","自分"
465,2,42,34,0,0,0,1,6,8,2,2,7,8,8,8,"自分","自分"
466,1,62,11,0,0,1,0,8,8,2,2,6.5,6.25,2,2,"配偶者","配偶者"
467,1,46,26,0,0,1,0,1,8,2.5,2.5,NA,7.25,NA,7.25,"配偶者","配偶者"
468,2,59,13,0,0,1,0,6.5,6.5,2.25,2.25,6.5,6.25,6.5,6.25,"自分","自分"
469,1,61,1,0,0,1,0,8,8,1,1,8,7.5,8,7.5,"配偶者","配偶者"
470,2,49,26,0,1,0,0,1,3.25,NA,NA,NA,NA,NA,NA,NA,NA
471,1,41,27,0,0,0,1,8,8,8,8,6.5,4.25,1,NA,NA,NA
472,2,55,34,0,0,0,1,2,8,2,2,2,5,2,6.5,"自分","自分"
473,2,61,14,0,0,0,1,6.5,6.5,2.25,2.25,8,6,6.5,5.25,"自分","自分"
474,1,61,34,0,0,1,0,8,8,4.25,4.25,8,5.25,3.5,3,"配偶者","配偶者"
475,2,47,43,0,0,1,1,6,6.5,2.25,2.25,6,5.75,6,6,"自分","自分"
476,2,55,27,0,0,1,0,8,8,1.75,1.75,6.5,6.5,6.5,6.5,"自分","自分"
477,1,44,11,0,0,0,1,7.5,6.75,4.75,4.75,6.5,3.5,4.5,4.75,"家族","家族"
478,1,61,23,0,0,1,1,6.5,6.5,2,2,6.5,6.5,3,3,"配偶者","配偶者"
479,2,56,2,0,0,0,1,1,8,2,2,NA,8,NA,8,"自分","自分"
480,1,50,26,0,0,1,0,6.5,6.5,2.75,2.75,6.5,6.5,2,2,"配偶者","配偶者"
481,1,63,14,0,1,0,0,8,8,3.25,3.25,8,7.25,7,7,"自分","自分"
482,2,63,14,0,0,1,0,8,8,2.25,2.25,8,7.75,8,8,"自分","自分"
483,2,51,8,0,0,0,1,8,8,1.25,1.25,2,2,5,5.5,"家族","家族"
484,2,47,13,0,1,0,0,4.5,6,2.5,2.5,7,5.75,1.5,3,"自分","自分"
485,1,59,23,0,1,0,0,6.5,3.75,NA,NA,1,NA,NA,NA,NA,NA
486,1,48,11,0,0,1,1,1,6.5,1.75,1.75,NA,5.25,NA,1,NA,NA
487,1,63,12,0,0,1,0,7.5,6.5,2.75,2.75,6.5,5.25,2,2,"配偶者","配偶者"
488,2,48,35,0,0,0,1,8,8,2,2,8,8,8,8,"家族","家族"
489,1,60,12,0,1,0,0,5.5,6.5,3,3,3.5,5,3.5,5,"自分","自分"
490,1,50,27,0,0,1,1,6.5,6.5,1,1,6.5,5.75,6.5,5.5,"配偶者","配偶者"
491,1,60,4,0,1,0,0,8,8,2,2,8,6.5,8,8,"自分","自分"
492,1,63,5,0,0,1,1,6.5,6.5,2,2,6.5,6.5,6.5,6.5,"配偶者","配偶者"
493,2,59,23,0,0,0,1,1,5.25,NA,NA,NA,NA,NA,NA,"家族","家族"
494,1,61,13,0,0,0,1,5,6.75,1.5,1.5,6,7,1,2.5,"家族","家族"
495,1,47,34,0,1,0,0,1,8,1,1,NA,8,NA,8,"自分","自分"
496,2,48,28,0,0,1,1,6.5,6.5,2.25,2.25,6.5,6.25,6.5,4.75,"家族","家族"
497,1,62,1,0,1,0,0,8,8,1,1,8,7.25,8,7.25,"自分","自分"
498,1,44,41,0,1,0,0,5,8,4.5,4.5,6.5,6,6.5,5.75,"自分","自分"
499,1,61,20,0,0,1,0,6.5,6.25,2.5,2.5,6.5,5,1,2.5,"配偶者","配偶者"
500,2,55,44,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
501,2,61,16,0,0,1,0,6.5,6,3.25,3.25,6.5,6,8,6,"自分","自分"
502,1,48,29,0,0,1,1,6.5,6.5,2.5,2.5,6.5,5,2.5,2.5,"配偶者","配偶者"
503,1,54,13,0,0,1,0,8,8,4.25,4.25,8,5,2,NA,"配偶者","配偶者"
504,1,62,1,0,0,1,1,6.5,6.5,2.75,2.75,8,8,1,1,NA,NA
505,2,53,11,0,0,1,1,1,4.5,NA,NA,NA,NA,NA,NA,"自分","自分"
506,1,48,13,0,0,1,1,8,8,4.25,4.25,8,6.5,2,2,"配偶者","配偶者"
507,2,59,21,0,0,1,1,6.5,6.5,3.5,3.5,6.5,5.75,8,7.25,"自分","自分"
508,1,60,28,0,0,1,0,3,6.5,4.25,4.25,NA,4,NA,NA,"自分","自分"
509,1,54,1,0,0,1,1,4.5,6.5,3.5,3.5,NA,8,NA,8,"配偶者","配偶者"
510,2,63,13,0,0,1,0,8,8,3,3,8,5.75,8,6.5,"自分","自分"
511,1,59,23,0,0,1,0,6.5,6.5,2,2,6.5,4.5,2,2,"配偶者","配偶者"
512,1,61,16,0,0,1,0,6.5,6.5,3,3,6.5,4.5,2,2,"配偶者","配偶者"
513,2,46,29,0,0,1,1,6.5,7,1.75,1.75,6.5,6.5,6.5,6.5,"自分","自分"
514,1,55,1,0,0,1,0,6.5,6.5,2.25,2.25,6.5,6.5,2,2,"配偶者","配偶者"
515,1,64,27,0,0,1,0,6.5,6.5,2.75,2.75,6.5,6,6.5,6,"自分","自分"
516,1,44,27,0,0,1,1,6.5,6.5,2.75,2.75,6.5,5.5,2,2,"配偶者","配偶者"
517,1,56,5,0,0,1,1,8,8,2,2,8,8,1,1.25,NA,NA
518,1,57,23,0,0,1,1,8,8,2,2,7.5,7.5,7.5,7.5,"家族","家族"
519,2,62,14,0,0,1,0,8,8,2,2,8,7,7.5,7,"自分","自分"
520,2,49,10,0,0,1,1,6.5,6.5,6,6,6.5,5.25,6.5,6,"自分","自分"
521,2,62,13,0,0,1,1,8,8,3.25,3.25,8,8,8,8,"自分","自分"
522,2,56,22,0,0,1,0,6.5,6.5,2,2,6.5,5,6.5,6.5,"自分","自分"
523,1,61,14,0,0,1,1,6.5,6.5,3.5,3.5,2,2.5,2,2.5,"配偶者","配偶者"
524,1,50,8,0,0,0,1,6,6,3.5,3.5,8,4.75,2,2,"家族","家族"
525,1,59,19,0,0,1,1,8,7.25,3.25,3.25,8,6.25,1,NA,NA,NA
526,1,50,27,0,1,0,0,8,8,2.75,2.75,6.5,5.25,2,2,"自分","自分"
527,2,50,14,0,1,0,0,4.5,6.25,1.75,1.75,NA,4.75,NA,NA,NA,NA
528,2,63,12,0,0,1,1,5.5,6,1.75,1.75,5.5,6,2.5,5.25,"自分","自分"
529,2,60,23,0,0,1,1,4.5,6,2.5,2.5,NA,6,NA,5.5,"自分","自分"
530,1,64,29,0,0,1,0,6.5,6.5,1.25,1.25,6.5,5,6.5,5.5,"配偶者","配偶者"
531,2,49,27,0,1,0,0,8,8,3.25,3.25,8,7,8,4.75,"自分","自分"
532,1,63,21,0,1,0,0,8,4.5,NA,NA,8,NA,1,NA,NA,NA
533,1,50,14,0,1,0,0,8,8,4.75,4.75,6,3.25,2,2,"自分","自分"
534,2,54,13,0,0,1,0,6.5,6.5,3,3,6.5,5.75,6.5,5.5,"自分","自分"
535,1,55,15,0,0,0,1,8,8,3.75,3.75,8,5.25,8,5.25,"家族","家族"
536,1,49,13,0,0,0,1,8,8,3,3,7.5,5.5,1,1,NA,NA
537,1,61,22,0,1,0,0,6.5,4.5,2.5,2.5,6.5,4.25,6.5,4,"自分","自分"
538,1,62,28,0,0,1,0,6.5,6.5,2,2,6.5,4.75,2,NA,"配偶者","配偶者"
539,1,63,38,0,0,1,1,6.5,6.25,2.5,2.5,6.5,5.25,1.5,2,"配偶者","配偶者"
540,1,44,12,0,0,0,1,8,7.25,1,1,8,7.25,1,1,NA,NA
541,1,63,31,0,0,0,1,6.5,6.25,1.5,1.5,6.5,5,6.5,NA,"自分","自分"
542,1,63,12,0,0,1,1,4,6,2,2,NA,4.25,NA,NA,NA,NA
543,1,57,14,0,1,0,0,6.5,6.5,2,2,6.5,5,2,2,"自分","自分"
544,1,60,14,0,0,0,1,6.5,6.5,2.75,2.75,6.5,5,4.5,4.5,"家族","家族"
545,2,55,7,0,0,1,1,8,8,3.25,3.25,8,8,8,8,"自分","自分"
546,2,55,14,0,0,1,1,8,8,2.25,2.25,2,2.5,8,8,"自分","自分"
547,1,49,27,0,1,0,0,1,4.5,NA,NA,NA,NA,NA,NA,"自分","自分"
548,2,57,40,0,0,1,0,8,8,1.25,1.25,8,7.75,4,6,"自分","自分"
549,1,63,43,0,1,0,0,1,6,6,6,NA,6,NA,6,"自分","自分"
550,1,37,13,0,1,0,0,1,8,2,2,NA,8,NA,8,"自分","自分"
551,2,55,34,0,0,1,1,8,7.25,1,1,8,8,8,7.25,"自分","自分"
552,2,57,27,0,0,0,1,6.5,6.5,1.75,1.75,6.5,5,6.5,6.5,"家族","家族"
553,2,58,28,0,1,0,0,8,8,2,2,8,6.75,7,6.5,"自分","自分"
554,1,52,27,0,1,0,0,8,8,2.75,2.75,8,8,8,8,"自分","自分"
555,1,54,13,0,0,1,0,8,8,3.25,3.25,4.5,5.25,5.5,6,"自分","自分"
556,2,60,20,0,0,1,0,8,8,1,1,8,8,8,8,"配偶者","配偶者"
557,2,63,14,0,0,1,1,8,8,1.75,1.75,8,8,8,8,"自分","自分"
558,1,33,19,0,0,0,1,8,8,4,4,6,3.75,2,2,"家族","家族"
559,1,45,14,0,0,1,1,8,8,4.25,4.25,6.5,5,3,3.75,"配偶者","配偶者"
560,2,64,42,0,0,0,1,8,8,2.5,2.5,8,8,8,8,"自分","自分"
561,1,56,14,0,0,1,0,4.5,5.25,2,2,NA,4.75,NA,NA,"配偶者","配偶者"
562,2,57,26,0,0,1,1,8,8,2.25,2.25,8,8,8,8,"自分","自分"
563,2,59,12,0,0,1,1,5,5.5,3.5,3.5,4.5,5.5,4.5,5.5,"自分","自分"
564,1,57,14,0,0,1,1,6.5,6.5,4,4,6.5,3.75,6.5,5,"配偶者","配偶者"
565,2,47,21,0,1,0,0,8,8,2.5,2.5,6.5,6.25,6.5,6.5,"自分","自分"
566,1,53,17,0,1,0,0,6,6,1.5,1.5,6,6,6,6,"自分","自分"
567,1,41,37,0,0,1,0,5.5,8,3.25,3.25,5.5,4.25,1,1,NA,NA
568,2,49,27,0,0,0,1,8,8,1,1,1,1.25,NA,NA,NA,NA
569,1,55,26,0,0,0,1,8,8,2,2,8,8,8,8,"自分","自分"
570,1,50,13,0,1,0,0,8,7.75,1,1,8,8,8,8,"自分","自分"
571,1,61,12,0,0,1,0,8,8,3,3,8,6.5,8,2.75,"配偶者","配偶者"
572,1,61,13,0,1,0,0,6,6,3,3,8,7.5,2,5.5,"自分","自分"
573,1,49,22,0,0,0,1,1,6.5,1,1,NA,3.5,NA,1,NA,NA
574,1,56,27,0,0,1,1,8,8,3.25,3.25,6,5,2,2,"配偶者","配偶者"
575,2,60,38,0,0,1,1,8,8,2,2,8,7.25,8,7.25,"自分","自分"
576,2,51,12,0,0,1,1,6.5,6.5,1.5,1.5,6.5,6.5,6.5,6.5,"自分","自分"
577,2,45,11,0,0,1,0,6,5.5,2,2,8,6.5,1,1,NA,NA
578,2,57,43,0,0,0,1,8,8,2,2,8,8,8,8,"自分","自分"
579,1,60,26,0,1,0,0,8,7.75,4.5,4.5,7.5,5.75,5,2.75,"自分","自分"
