"id","SEX","AGE","PREFECTURE","JOB","一人暮らし","配偶者","家族","朝食の頻度","日食の頻度","外朝食の頻度","外日食の頻度","内朝食の頻度","内日食の頻度","作朝食の頻度","作日食の頻度","料理人","購入人"
27268,2,36,1,0,0,1,1,8,8,1.5,1.5,8,6.5,8,6.5,"自分","自分"
27269,2,32,4,0,0,0,1,7,8,2.5,2.5,7.5,6.5,2,4.5,"自分","自分"
27270,1,25,16,0,0,0,1,5,6,2.5,2.5,5,5.25,1,NA,NA,NA
27271,2,22,14,1,0,0,1,3.5,6,3.5,3.5,NA,6.5,NA,5.5,"家族","家族"
27272,2,30,15,0,0,1,1,6,7,1,1,8,8,6,6,"自分","自分"
27273,1,21,40,0,1,0,0,4.5,6.25,NA,NA,NA,NA,NA,NA,"自分","自分"
27274,2,27,8,0,0,1,1,6.5,6.5,3,3,6,5.75,6.5,5.75,"自分","自分"
27275,2,21,24,0,0,0,1,1,8,4.75,4.75,NA,6,NA,1,NA,NA
27276,2,26,27,0,0,1,1,5.5,6.75,2.75,2.75,5.5,6.75,4,6,"自分","自分"
27277,1,24,23,0,0,0,1,6.5,6.5,3,3,6.5,6.5,1,1,NA,NA
27278,2,29,13,0,0,1,0,8,8,3.25,3.25,8,8,8,8,"自分","自分"
27279,2,54,46,0,0,0,1,8,8,1.75,1.75,8,8,8,7.5,"自分","自分"
27280,1,22,28,0,1,0,0,8,8,3,3,8,8,8,8,"自分","自分"
27281,2,27,21,0,0,0,1,7,8,3,3,4.5,5.25,4.5,4.75,"自分","自分"
27282,2,44,15,0,0,1,1,6.5,6.5,2,2,6.5,4.75,6.5,NA,"自分","自分"
27283,2,27,33,0,0,0,1,6,6.5,2.75,2.75,6,4.75,1,1,NA,NA
27284,2,36,18,0,0,1,1,4.5,7.25,5,5,5,6,8,6.75,"自分","自分"
27285,2,33,28,0,0,1,0,5.5,6.5,3,3,5.5,3.5,5.5,NA,"自分","自分"
27286,1,36,13,0,0,1,0,6,8,4.5,4.5,6.5,4.25,6,NA,"配偶者","配偶者"
27287,2,45,3,0,0,0,1,2,7.75,7.25,7.25,NA,7.25,NA,7.25,"自分","自分"
27288,2,36,11,0,0,1,1,8,8,2.5,2.5,8,5.75,8,5.5,"自分","自分"
27289,2,52,14,0,0,1,1,8,8,1.5,1.5,8,7.5,8,6.25,"自分","自分"
27290,1,45,13,0,0,1,1,8,8,2.5,2.5,8,6,1,1,NA,NA
27291,2,44,28,0,0,1,1,8,8,2.25,2.25,8,8,8,8,"自分","自分"
27292,2,23,27,0,0,1,1,1.5,8,2,2,NA,8,NA,8,"自分","自分"
27293,2,43,43,0,0,1,1,7.5,7.5,7.25,7.25,5.5,7.25,8,7,"自分","自分"
27294,2,28,12,0,0,1,1,6,6.25,5.25,5.25,7,6.75,5,6.25,"自分","自分"
27295,2,35,27,0,0,1,1,6.5,6.5,8,8,8,8,6,6,"自分","自分"
27296,2,27,10,0,0,0,1,8,8,1,1,8,8,2,4.25,"家族","家族"
27297,2,24,34,0,0,0,1,6.5,6.5,3,3,6,4,1,1,NA,NA
27298,2,56,13,0,1,0,0,4,8,2,2,2,8,2,6.25,"自分","自分"
27299,1,24,1,0,0,0,1,5,6.5,1,1,5,6.5,2,3,"家族","家族"
27300,1,22,12,0,0,0,1,6.5,6.5,3,3,6.5,5.75,2,2,"家族","家族"
27301,1,27,4,0,0,1,1,8,8,7.75,7.75,8,8,8,8,"自分","自分"
27302,2,26,1,0,0,0,0,4.5,5.25,1.25,1.25,4.5,5,1,NA,NA,NA
27303,2,56,42,0,0,1,1,6,5.5,6,6,6,6,6,5.25,"家族","家族"
27304,2,49,12,0,0,0,1,5.5,6,2.5,2.5,5,5.75,2,4.25,"自分","自分"
27305,2,36,13,0,0,1,0,7,7.75,7.25,7.25,6,6,6.5,6.75,"配偶者","配偶者"
27306,2,28,7,0,0,1,0,6,7.25,2.25,2.25,6.5,7.25,4,6.25,"自分","自分"
27307,2,32,13,0,0,1,0,4.5,6.5,3.25,3.25,4.5,5.5,3.5,5.75,"自分","自分"
27308,1,29,23,0,1,0,0,2.5,4.5,NA,NA,NA,NA,NA,NA,"自分","自分"
27309,1,50,26,0,0,0,1,8,8,2.5,2.5,8,8,8,8,"家族","家族"
27310,2,21,13,1,1,0,0,6.5,3.75,NA,NA,6.5,NA,1,NA,NA,NA
27311,1,34,45,0,1,0,0,1,7,1,1,NA,6.75,NA,7.25,"自分","自分"
27312,1,51,38,0,0,1,1,8,8,2.75,2.75,6.5,5,2,2,"配偶者","配偶者"
27313,1,39,27,0,0,1,1,6.5,6.5,2.75,2.75,6.5,4.25,2,NA,"配偶者","配偶者"
27314,1,31,28,0,0,1,0,1,6.5,2.25,2.25,NA,6.5,NA,1,NA,NA
27315,2,53,14,0,0,1,1,8,6,3.5,3.5,8,3,8,NA,NA,NA
27316,1,22,38,0,0,1,1,7,6.5,4.5,4.5,6.5,6.25,6.5,6.25,"自分","自分"
27317,1,34,25,0,0,1,1,8,8,2,2,8,8,4,4,"配偶者","配偶者"
27318,2,34,14,0,1,0,0,8,8,1.25,1.25,6.5,4.75,1,NA,"自分","自分"
27319,1,23,30,0,0,0,1,6,6.25,5.25,5.25,6,5.25,6.5,6,"家族","家族"
27320,2,23,20,0,0,0,1,8,8,2.5,2.5,8,8,2,2.75,"家族","家族"
27321,2,54,30,0,0,1,0,8,8,2.75,2.75,5,5.25,8,7,"自分","自分"
27322,1,24,12,0,0,0,1,6,4.75,1.25,1.25,7.5,6.25,3,NA,"家族","家族"
27323,2,25,12,0,0,1,1,8,6.5,6.5,6.5,8,6.5,8,6.5,"自分","自分"
27324,1,22,14,0,1,0,0,8,8,8,8,8,8,8,8,"自分","自分"
27325,2,30,13,0,0,1,0,5,6.5,4,4,3,5,2,4.75,"自分","自分"
27326,1,58,27,0,1,0,0,1,7.75,8,8,NA,8,NA,8,"自分","自分"
27327,2,22,13,0,0,1,0,6.5,6.5,3.75,3.75,6.5,5.25,5,4.25,"自分","自分"
27328,2,35,13,0,1,0,0,5.5,6,3.5,3.5,5.5,4,1,NA,"自分","自分"
27329,1,21,40,0,1,0,0,1,6.5,3.25,3.25,NA,5,NA,1.5,"自分","自分"
27330,2,57,14,0,0,1,1,8,8,3,3,8,8,8,8,"自分","自分"
27331,2,27,27,0,0,0,1,1,8,3.25,3.25,NA,8,NA,4.5,"自分","自分"
27332,1,24,33,0,0,1,0,7,7.5,3,3,7,6.5,3,3,"配偶者","配偶者"
27333,1,28,30,0,0,1,0,8,8,3,3,8,8,3,2,"配偶者","配偶者"
27334,2,57,40,0,0,1,0,1,8,2.75,2.75,NA,6.25,NA,6.25,"自分","自分"
27335,2,45,13,0,0,1,1,8,7.75,1.5,1.5,8,8,8,8,"自分","自分"
27336,2,38,28,0,0,0,1,5.5,6.5,2.5,2.5,5,6.5,5,6.25,"家族","家族"
27337,1,39,13,0,0,0,1,6.5,6,2.5,2.5,6.5,4.5,1,NA,NA,NA
27338,1,31,27,0,0,1,1,6.5,6.5,4.25,4.25,6.5,5,2,2,"配偶者","配偶者"
27339,1,24,17,0,1,0,0,8,8,5.5,5.5,5.5,7,6.5,6.75,"自分","自分"
27340,2,41,5,0,0,1,1,6.5,6.5,1.75,1.75,6.5,5,6.5,6.5,"家族","家族"
27341,1,23,9,0,0,1,0,6,6.75,6.5,6.5,6.5,5.75,5.5,6.25,"自分","自分"
27342,1,22,13,0,1,0,0,1,6.5,2.25,2.25,NA,4.75,NA,NA,"自分","自分"
27343,2,43,21,0,0,1,1,8,6.5,2.25,2.25,6.5,6.5,6.5,5.75,"自分","自分"
27344,2,56,40,0,1,0,0,8,8,2.5,2.5,8,8,8,8,"自分","自分"
27345,2,27,28,0,0,0,1,4,8,1.75,1.75,4,4.75,4,NA,"自分","自分"
27346,1,21,29,0,0,1,1,5,8,5.25,5.25,5.5,6.5,3.5,3.5,"配偶者","配偶者"
27347,2,46,12,0,0,1,1,8,7,2.25,2.25,8,6.25,2,2,"自分","自分"
27348,1,39,40,0,0,1,1,6.5,6.5,1.75,1.75,6.5,6.5,1,1,NA,NA
27349,1,48,28,0,0,1,1,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,"配偶者","配偶者"
27350,2,26,37,0,0,0,1,8,7,2,2,8,8,1,1.5,"家族","家族"
27351,1,60,14,0,0,1,1,6.5,6.5,2.75,2.75,3,6.25,1,NA,NA,NA
27352,2,28,37,0,1,0,0,8,8,3,3,2.5,4.75,NA,4,"自分","自分"
27353,1,28,23,0,0,1,0,8,8,8,8,8,8,4.5,3.75,"配偶者","配偶者"
27354,2,36,22,0,0,1,0,6.5,6.5,2,2,6.5,6.5,6.5,6.5,"自分","自分"
27355,2,58,22,0,0,1,1,5,6,3,3,2.5,4.25,NA,NA,"自分","自分"
27356,1,28,8,0,0,1,1,6.5,6.5,2.5,2.5,3,4.75,NA,NA,NA,NA
27357,2,32,14,0,0,1,1,8,8,3.75,3.75,6.5,5.75,6.5,5.5,"自分","自分"
27358,2,20,29,1,0,0,1,8,7,2.75,2.75,1.5,4,NA,1,NA,NA
27359,2,49,23,0,1,0,0,6.5,6.5,3,3,8,8,8,8,"自分","自分"
27360,1,50,33,0,0,1,0,8,8,1,1,8,6.25,8,NA,"配偶者","配偶者"
27361,2,31,1,0,0,1,1,8,7.75,2,2,8,7.5,8,7.5,"自分","自分"
27362,2,29,34,0,0,1,1,1,8,3.5,3.5,NA,6,NA,6,"自分","自分"
27363,1,29,27,0,0,1,1,8,6.5,3.25,3.25,6.5,6.5,2,2,"配偶者","配偶者"
27364,2,36,14,0,0,1,1,6.5,6.5,4,4,8,5.5,6,5,"自分","自分"
27365,2,41,9,0,0,1,0,6,8,2,2,8,8,8,8,"自分","自分"
27366,1,30,23,0,0,1,0,6.5,6.5,1.5,1.5,6.5,6.5,6,6,"配偶者","配偶者"
27367,2,36,28,0,0,1,0,8,8,3,3,8,6,8,5.5,"自分","自分"
27368,2,48,23,0,0,1,1,6.5,6.5,2,2,6.5,6.5,5.5,5,"自分","自分"
27369,1,42,22,0,0,1,1,8,8,3,3,8,8,4,4.5,"配偶者","配偶者"
27370,2,28,23,0,0,1,0,6,8,2.25,2.25,5.5,7.5,4,6.25,"自分","自分"
27371,1,53,24,0,0,1,1,8,8,3,3,5,4.5,3,3,"配偶者","配偶者"
27372,2,33,25,0,0,1,0,1,6.5,3,3,NA,6,NA,5.25,"自分","自分"
27373,2,33,12,0,0,0,1,6.5,6.5,2,2,6.5,4.75,6.5,NA,"家族","家族"
27374,1,31,26,0,0,1,1,8,8,2.75,2.75,4,4,8,8,"配偶者","配偶者"
27375,2,39,4,0,0,1,1,5.5,8,2.5,2.5,6,5.25,6.5,3.5,"家族","家族"
27376,2,29,27,0,0,0,1,8,8,3,3,8,5.75,1,1,NA,NA
27377,1,42,10,0,0,1,1,6,3.75,NA,NA,1,NA,NA,NA,"配偶者","配偶者"
27378,1,22,33,1,1,0,0,4.5,8,8,8,NA,8,NA,8,"自分","自分"
27379,2,32,21,0,0,1,0,6.5,8,3.25,3.25,6,7,3.5,5.25,"自分","自分"
27380,2,50,13,0,0,1,1,2.5,8,2.5,2.5,2,8,2,8,"自分","自分"
27381,2,43,12,0,1,0,0,8,8,2,2,8,8,8,8,"自分","自分"
27382,2,62,38,0,1,0,0,8,8,1.75,1.75,8,8,8,8,"自分","自分"
27383,1,34,26,0,0,1,1,4,8,3.25,3.25,3.5,6.75,1,1,NA,NA
27384,2,43,21,0,0,1,1,1,8,2.5,2.5,NA,4.75,NA,NA,"自分","自分"
27385,1,36,23,0,0,0,1,7.5,7.75,7,7,8,6.75,7,6.5,"家族","家族"
27386,1,39,28,0,0,1,1,1,8,2,2,NA,7,NA,3,"配偶者","配偶者"
27387,1,23,11,0,1,0,0,8,8,8,8,7.5,7.75,7.5,7.25,"自分","自分"
27388,1,22,11,0,0,0,1,8,8,2.5,2.5,8,8,7,5,"家族","家族"
27389,1,26,23,0,1,0,0,6.5,6.5,1.25,1.25,1,1,NA,NA,NA,NA
27390,1,36,23,0,0,1,1,8,8,2.75,2.75,8,8,4,4,"配偶者","配偶者"
27391,1,44,14,0,1,0,0,6.5,6.5,3,3,6.5,4.5,8,3.5,"自分","自分"
27392,2,44,1,0,0,1,1,8,8,1.75,1.75,8,8,8,5.25,"自分","自分"
27393,1,27,26,0,0,1,1,6.5,7.25,3.75,3.75,5,4.75,6,6.5,"配偶者","配偶者"
27394,2,50,40,0,1,0,0,6.5,6.25,1.75,1.75,5,4.25,5.5,5.25,"自分","自分"
27395,1,57,11,0,0,1,1,6.5,6.5,3,3,6.5,5,3,3.5,"配偶者","配偶者"
27396,1,46,15,0,0,1,1,4.5,6.5,6.5,6.5,NA,6.5,NA,6.5,"家族","家族"
27397,2,46,1,0,0,1,1,6.5,6.5,2.5,2.5,6.5,4.75,8,NA,"自分","自分"
27398,2,59,17,0,0,1,1,6.5,6.5,2,2,5.5,5.5,3.5,5.5,"自分","自分"
27399,1,35,28,0,0,0,1,8,8,2,2,8,6.5,2,2,"家族","家族"
27400,1,23,23,0,0,0,1,1,5.5,NA,NA,NA,NA,NA,NA,"家族","家族"
27401,1,40,28,0,0,1,0,8,8,3.25,3.25,8,8,8,8,"自分","自分"
27402,2,48,41,0,0,1,0,1,8,3.5,3.5,NA,6,NA,4.25,"自分","自分"
27403,1,35,10,0,0,1,1,1,7.75,2,2,NA,3.75,NA,NA,"配偶者","配偶者"
27404,2,37,22,0,0,1,0,8,7.5,2.5,2.5,8,5.5,8,5.75,"自分","自分"
27405,1,22,46,0,0,1,0,6.5,8,7.75,7.75,7.5,6.5,6.5,6.75,"配偶者","配偶者"
27406,1,32,23,0,0,1,1,8,8,2,2,8,3.75,3.5,NA,"配偶者","配偶者"
27407,2,42,38,0,0,1,1,6.5,6.5,2.75,2.75,7,6.25,6,6,"自分","自分"
27408,1,30,14,0,0,1,1,6.5,6.5,2.75,2.75,6.5,4.75,6.5,NA,"配偶者","配偶者"
27409,1,21,27,0,1,0,0,4.5,6.75,1.25,1.25,NA,5.5,NA,NA,"自分","自分"
27410,2,21,46,0,0,1,1,6,6.75,6.75,6.75,4.5,5.75,NA,NA,"自分","自分"
27411,1,29,34,0,0,1,0,6.5,6.5,2.25,2.25,6.5,6.5,2,2,"配偶者","配偶者"
27412,2,32,12,0,1,0,0,8,8,4,4,7,4.25,7.5,3.5,"自分","自分"
27413,1,22,11,0,0,0,1,6,5.25,4.5,4.5,6,4,4,4.75,"家族","家族"
27414,2,33,4,0,0,1,1,8,8,2.75,2.75,8,8,8,7.75,"自分","自分"
27415,1,30,4,0,0,1,0,5,6.5,6,6,5,4.25,2.5,3.25,"配偶者","配偶者"
27416,2,24,14,0,0,0,1,5.5,6.25,5.75,5.75,5,6.75,4.5,6.75,"自分","自分"
27417,1,40,40,0,0,1,1,1,8,8,8,NA,8,NA,1.75,"配偶者","配偶者"
27418,2,22,13,1,0,0,1,8,8,5.75,5.75,8,4.75,3,3,"家族","家族"
27419,1,37,23,0,0,1,1,8,8,2,2,8,8,4,2.5,"配偶者","配偶者"
27420,1,26,22,0,0,0,1,8,2.75,NA,NA,8,NA,8,NA,"家族","家族"
27421,2,24,27,0,0,1,0,1,5,NA,NA,NA,NA,NA,NA,"自分","自分"
27422,2,26,21,0,0,1,0,8,8,3,3,8,8,8,8,"自分","自分"
27423,1,28,26,0,0,0,1,8,8,5.5,5.5,4.5,5.25,5.5,5,"家族","家族"
27424,2,25,17,0,0,1,1,8,8,2.75,2.75,8,7.5,8,7.75,"自分","自分"
27425,2,38,12,0,0,0,1,8,8,8,8,6,4.75,3,3.5,"自分","自分"
27426,2,30,5,0,0,1,0,6.5,6.5,2.25,2.25,6.5,6,6.5,6,"自分","自分"
27427,1,23,13,0,1,0,0,1,6,4.75,4.75,NA,3.5,NA,NA,"自分","自分"
27428,2,50,41,0,0,0,1,5,6,3.5,3.5,4,3.75,4,4,"家族","家族"
27429,2,37,27,0,0,1,0,5.5,8,2.5,2.5,5.5,6,5,5.75,"自分","自分"
27430,1,27,12,0,0,0,1,6.5,6.5,1.5,1.5,6.5,6.5,1,4.25,"家族","家族"
27431,2,31,13,0,1,0,0,3.5,6,3,3,NA,5.5,NA,4.5,"自分","自分"
27432,2,35,1,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
27433,2,37,27,0,0,0,1,8,8,4.25,4.25,1,2.5,NA,NA,"家族","家族"
27434,2,30,40,0,0,1,1,6.5,8,3,3,7,6.25,4.5,NA,"自分","自分"
27435,1,40,27,0,0,1,0,8,8,5,5,5.5,5,6,5,"配偶者","配偶者"
27436,1,33,12,0,1,0,0,4.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA
27437,2,29,14,0,0,1,0,8,7.25,3,3,8,7,6.5,6.5,"自分","自分"
27438,2,26,6,0,0,1,1,8,8,3.5,3.5,8,8,8,8,"自分","自分"
27439,1,55,22,0,0,1,0,6,8,2.75,2.75,6,6.25,3,NA,"配偶者","配偶者"
27440,2,43,14,0,0,1,1,6.5,6.25,2.25,2.25,8,6.75,4.5,6.25,"自分","自分"
27441,1,45,35,0,1,0,0,8,8,1.75,1.75,8,8,8,4.5,"自分","自分"
27442,1,21,14,1,1,0,0,7,6.5,5.75,5.75,5.5,6.25,7,5.75,"自分","自分"
27443,2,38,13,0,0,1,1,6.5,6.5,2.5,2.5,6.5,5.25,6.5,4.5,"自分","自分"
27444,2,57,6,0,0,1,1,6.5,6.5,3.75,3.75,8,5.75,5.5,5.5,"自分","自分"
27445,1,24,13,0,1,0,0,1,7.5,3.75,3.75,NA,6,NA,3.75,"自分","自分"
27446,2,33,28,0,0,1,1,6.5,6.5,2.25,2.25,8,5.25,6.5,5.5,"自分","自分"
27447,1,28,23,0,0,0,1,4.5,8,1,1,1,1,NA,NA,NA,NA
27448,2,47,11,0,0,1,1,8,4.25,NA,NA,8,NA,8,NA,"自分","自分"
27449,1,23,47,0,0,0,1,8,8,4,4,8,8,2.5,2.75,"家族","家族"
27450,1,29,37,0,0,0,1,5.5,6.75,3.75,3.75,5.5,4.5,2,2,"家族","家族"
27451,2,29,13,0,1,0,0,1.5,7.5,3,3,NA,5.25,NA,5,"自分","自分"
27452,2,23,3,0,0,1,1,6,8,2.75,2.75,7,8,7,8,"自分","自分"
27453,2,26,12,0,0,1,1,6.5,6.5,2,2,6,6.5,6,6.25,"自分","自分"
27454,1,33,12,0,0,0,1,8,8,8,8,8,8,8,8,"自分","自分"
27455,1,36,13,0,0,1,0,3.5,6.25,5.25,5.25,2,5,3,3.75,"配偶者","配偶者"
27456,2,44,41,0,0,1,1,8,8,2.75,2.75,8,8,7.5,7.5,"自分","自分"
27457,1,48,23,0,0,0,0,1,8,1,1,NA,6.25,NA,NA,NA,NA
27458,2,24,13,0,0,1,1,6.5,8,1.5,1.5,6.5,8,6.5,8,"自分","自分"
27459,1,30,12,0,0,1,0,6.5,6.5,2.25,2.25,8,4.25,5.5,NA,"配偶者","配偶者"
27460,1,35,13,0,0,0,1,5.5,6.5,8,8,8,8,8,7.75,"自分","自分"
27461,2,29,28,0,0,1,0,1,8,3,3,NA,8,NA,7.75,"自分","自分"
27462,1,38,11,0,0,1,1,6.5,6.5,2,2,6.5,4.75,8,NA,"配偶者","配偶者"
27463,1,40,23,0,0,1,1,1,8,2.25,2.25,NA,6.25,NA,NA,"配偶者","配偶者"
27464,2,21,42,0,1,0,0,3,5.5,4.75,4.75,5,4,4.5,4.25,"自分","自分"
27465,2,41,23,0,0,1,0,8,8,4,4,8,8,8,8,"自分","自分"
27466,1,34,12,0,0,1,1,6.5,6.5,2.5,2.5,3,4.75,NA,NA,NA,NA
27467,2,21,26,1,1,0,0,4.5,6.5,6,6,3,4,3,3,"自分","自分"
27468,2,24,28,0,1,0,0,8,8,3,3,8,6.5,7,7,"自分","自分"
27469,2,24,26,0,0,0,1,6.5,5.75,2.5,2.5,6.5,5.75,6.5,5,"自分","自分"
27470,1,24,13,0,1,0,0,4.5,4.75,NA,NA,NA,NA,NA,NA,NA,NA
27471,1,20,16,1,0,0,1,8,8,8,8,8,8,8,8,"自分","自分"
27472,2,21,34,0,0,0,1,1.5,6.5,1,1,NA,6,NA,1,NA,NA
27473,1,33,23,0,1,0,0,1,7,2,2,NA,5.5,NA,5.5,"自分","自分"
27474,1,37,13,0,0,1,1,8,8,1,1,8,6.75,8,1,NA,NA
27475,2,30,23,0,0,1,1,6.5,6.5,3,3,6.5,6.25,6.5,6.25,"自分","自分"
27476,2,46,27,0,0,1,1,6.5,6.5,2.75,2.75,6.5,6,6.5,6,"自分","自分"
27477,1,21,23,1,1,0,0,4.5,7.25,1,1,5.5,6.75,5,5.5,"自分","自分"
27478,2,44,8,0,0,1,1,6.5,6.5,2.5,2.5,6.5,6,6.5,5.5,"自分","自分"
27479,2,53,14,0,0,1,0,6.5,6.5,3.25,3.25,6.5,6,6.5,6.25,"自分","自分"
27480,2,28,4,0,0,0,1,8,8,2,2,1,1,NA,NA,NA,NA
27481,2,20,11,1,0,0,1,7,8,8,8,8,8,8,8,"家族","家族"
27482,2,43,27,0,0,0,1,7.5,8,2.75,2.75,8,6,5,3,"家族","家族"
27483,2,30,9,0,0,1,1,8,8,2.5,2.5,8,7,8,7,"自分","自分"
27484,2,20,13,1,0,0,1,4.5,7.25,2,2,NA,8,NA,8,"家族","家族"
27485,1,22,12,0,0,0,1,1,6,1,1,NA,6,NA,6,"家族","家族"
27486,2,54,27,0,1,0,0,6,6.5,4,4,8,5.75,8,5,"自分","自分"
27487,2,34,43,0,0,1,1,4.5,5.5,3,3,NA,3.5,NA,NA,"自分","自分"
27488,2,32,41,0,0,1,1,6.5,6.5,3,3,8,7,6.5,5.5,"自分","自分"
27489,2,47,20,0,1,0,0,4,5.5,1.5,1.5,1,1,NA,NA,NA,NA
27490,1,29,47,0,0,1,1,8,8,3.75,3.75,8,6.5,4.5,2.25,"配偶者","配偶者"
27491,2,53,27,0,0,1,0,8,8,2.25,2.25,8,7.25,8,7.25,"自分","自分"
27492,2,28,27,0,0,1,0,8,8,2.75,2.75,3.5,5,3,4.75,"自分","自分"
27493,1,51,15,0,0,1,0,5.5,6.5,2.25,2.25,5.5,3.75,5.5,NA,NA,NA
27494,1,27,17,0,0,0,1,8,8,1,1,8,8,1,1,NA,NA
27495,1,43,39,0,1,0,0,8,8,1,1,8,8,8,8,"自分","自分"
27496,2,53,28,0,0,1,1,8,8,3.75,3.75,8,8,8,8,"自分","自分"
27497,2,49,23,0,0,0,1,8,8,2.25,2.25,8,8,2,2,"家族","家族"
27498,2,25,17,0,0,0,1,7.5,6.5,6.5,6.5,6.5,4.75,3,3,"家族","家族"
27499,1,34,1,0,0,1,1,1,7,3,3,NA,8,NA,2.25,"配偶者","配偶者"
27500,2,22,14,0,0,0,1,8,8,1.25,1.25,8,8,8,3.75,"家族","家族"
27501,2,24,40,0,1,0,0,6.5,6.5,1.75,1.75,8,6.25,2,NA,"自分","自分"
27502,2,22,23,0,0,0,1,6.5,6.5,2.75,2.75,6,5.25,2,2,"家族","家族"
27503,2,22,20,0,0,0,1,8,8,1.25,1.25,8,8,8,6.5,"自分","自分"
27504,1,47,40,0,0,1,1,6.5,6.5,2.5,2.5,6.5,5.25,3,2.5,"配偶者","配偶者"
27505,2,29,22,0,0,1,1,6.5,6.5,1.25,1.25,6.5,6.5,6.5,4.75,"自分","自分"
27506,1,40,14,0,0,1,1,6.5,6.5,2.5,2.5,6.5,4.25,8,NA,"配偶者","配偶者"
27507,2,59,37,0,0,1,1,8,8,2.75,2.75,1.5,3,NA,8,"家族","家族"
27508,1,27,22,0,0,0,1,6,6.5,1.5,1.5,6,4.5,1,1,NA,NA
27509,2,39,35,0,0,1,1,4.5,6.5,2,2,NA,3.75,NA,NA,"自分","自分"
27510,2,52,22,0,0,1,0,8,8,2.5,2.5,2,3,8,6.25,"配偶者","配偶者"
27511,1,32,20,0,1,0,0,6.5,6.5,4.5,4.5,6,5.75,2.5,2.75,"自分","自分"
27512,2,34,1,0,1,0,0,5,6.5,1.5,1.5,6.5,5,1,3.5,"自分","自分"
27513,2,58,4,0,0,0,1,8,8,1,1,8,8,1,4.5,"自分","自分"
27514,2,24,45,0,0,0,1,8,8,3.25,3.25,8,8,8,7.75,"自分","自分"
27515,2,26,6,0,0,1,1,7,8,4,4,6.5,5.75,6,NA,"自分","自分"
27516,2,22,40,0,0,0,1,7,8,3,3,7,8,3,5,"家族","家族"
27517,1,29,13,0,0,0,1,4.5,6.5,2,2,4.5,6.5,1,1,NA,NA
27518,2,46,34,0,0,1,0,8,8,2.75,2.75,8,6.5,8,6.5,"自分","自分"
27519,1,24,11,0,0,1,1,6.5,6.5,2,2,6.5,4.75,6,NA,"自分","自分"
27520,2,23,36,0,1,0,0,4.5,4.75,NA,NA,5.5,NA,6,NA,"自分","自分"
27521,2,32,11,0,0,1,0,8,8,3,3,8,7,8,7,"自分","自分"
27522,2,43,28,0,0,1,1,6,6,1.75,1.75,6,6,3,2.75,"家族","家族"
27523,2,24,11,0,1,0,0,6.5,6.5,3,3,6.5,5.75,8,6.25,"自分","自分"
27524,2,43,13,0,0,1,0,6.5,6.5,3.25,3.25,6.5,5.75,3.5,5.75,"自分","自分"
27525,2,28,11,0,0,1,0,8,8,3.5,3.5,8,7.25,8,7,"自分","自分"
27526,2,35,40,0,0,1,1,6.5,6.5,2.25,2.25,6.5,6,6.5,6,"自分","自分"
27527,2,51,29,0,0,1,1,8,8,2,2,8,8,8,5,"自分","自分"
27528,2,23,4,0,1,0,0,1,8,1.5,1.5,NA,8,NA,4.5,"自分","自分"
27529,1,43,22,0,0,1,1,5,4.25,NA,NA,5,NA,1,NA,"配偶者","配偶者"
27530,2,49,28,0,0,1,1,6.5,6.5,1.5,1.5,6.5,6.5,6.5,6.5,"自分","自分"
27531,1,38,25,0,0,1,1,8,8,3,3,6.5,6.5,3,2.5,"配偶者","配偶者"
27532,1,30,5,0,0,0,1,1,8,1.5,1.5,NA,8,NA,5.5,"家族","家族"
27533,1,45,3,0,0,1,1,8,8,3,3,8,6.5,2,2,"配偶者","配偶者"
27534,1,35,45,0,0,1,1,6.5,6.5,2,2,6.5,6,6.5,6,"自分","自分"
27535,2,38,4,0,0,1,1,6.5,6.5,2.5,2.5,8,6,8,5.75,"自分","自分"
27536,2,62,25,0,0,0,1,6,6,6,6,6,6,6,5.75,"自分","自分"
27537,2,44,40,0,0,1,0,8,8,8,8,8,8,8,8,"自分","自分"
27538,1,31,11,0,0,1,1,8,8,2.75,2.75,8,7.5,4,5.75,"配偶者","配偶者"
27539,2,28,15,0,0,1,1,8,8,4.25,4.25,8,8,8,5.25,"自分","自分"
27540,1,43,14,0,0,1,1,6.5,6.5,1.75,1.75,8,4.25,1.5,NA,"配偶者","配偶者"
27541,1,31,23,0,0,1,1,6.5,6.5,2,2,6.5,4.75,2,NA,"配偶者","配偶者"
27542,2,32,14,0,0,1,1,5,6.5,3,3,4.5,6,5,5,"自分","自分"
27543,2,41,15,0,0,1,1,1,5.75,2.25,2.25,NA,1.5,NA,NA,"自分","自分"
27544,1,40,14,0,0,0,1,6.5,6.5,4.75,4.75,6.5,5.25,5,4.75,"家族","家族"
27545,1,35,23,0,0,0,0,5,6.5,3,3,4.5,4,5,NA,"家族","家族"
27546,1,21,34,1,1,0,0,8,8,3,3,8,8,6.5,6.25,"自分","自分"
27547,1,23,14,0,0,0,1,8,8,1,1,8,8,3.5,4.25,"家族","家族"
27548,1,28,19,0,0,1,0,1.5,7,8,8,NA,8,NA,1,NA,NA
27549,2,27,42,0,0,1,1,8,8,2.25,2.25,8,8,2,6.5,"自分","自分"
27550,1,30,13,0,1,0,0,3.5,6.5,2.75,2.75,3,4.75,NA,3.75,"自分","自分"
